Reaction	EC-Number	In-Pathway	Common-Name	Names	Enzymes of a reaction
RXN-24747		PWY-8539		Chemical Reactions	MONOMER-124735
RXN-19017	EC-2.4.1	PWY-7921		Chemical Reactions	G3O-31290-MONOMER // G3O-30725-MONOMER
RXN18C3-58	EC-2.4.1	PWY18C3-21 // PWY18C3-25	methylsalicyl-xylopyranosyl-glucopyranoside glucosyltransferase	Chemical Reactions	MONOMER18C3-51
RXN-5143	EC-4.2.3.52	PWY-5423		Chemical Reactions	MONOMER-13456 // MONOMER-12820 // MONOMER-12775 // MONOMER-12769 // AG11-MONOMER // AG8-MONOMER
RXN-21830	EC-1.1.1.418	PWY-8239 // PWY-8191		Chemical Reactions	
ENOYL-ACP-REDUCT-NADPH-RXN	EC-1.3.1.10 // EC-1.3.1.104 // EC-1.3.1.39	FASYN-ELONG-PWY	2,3,4-saturated fatty acyl-[acp] dehydrogenase	Chemical Reactions	CPLX0-8006 // CPLX1P3V-880 // CPLX8J2-89 // CPLX-8758
RXN-11183	EC-3.2.1.147			Chemical Reactions	LP_RS12660-MONOMER // CPLX-7121 // CPLX-7120
RXN-16268	EC-1.5.1.21			Chemical Reactions	CPLX-8869
RXN-20457		PWY-8137 // PWY-8136		Chemical Reactions	
1.2.3.13-RXN	EC-1.2.3.13	PWY-7514 // PWY-5151		Chemical Reactions	MONOMER-12071
RXN-2424	EC-5.3.3	PWY-1361		Chemical Reactions	
--LIMONENE-7-MONOOXYGENASE-RXN	EC-1.14.14.52	PWY-6436		Chemical Reactions	HS06458-MONOMER // MONOMER-20251 // MONOMER-15423
R242-RXN	EC-1.3.1	P281-PWY		Chemical Reactions	MONOMER-10865
RXN-23297	EC-1.14.13	PWY-8382		Chemical Reactions	MONOMER-124159
RXN18C3-236	EC-1.14.11	PWY18C3-3 // PWY18C3-2		Chemical Reactions	MONOMER18C3-421 // MONOMER18C3-420
RXN-14491	EC-1.14.19.25	PWY-6433		Chemical Reactions	
RXN-21642	EC-1.3.1.104 // EC-1.3.1.10	PWY-8173		Chemical Reactions	CPLX-8758 // CPLX8J2-89 // CPLX1P3V-880 // CPLX0-8006
RXN-20108		RXN-20105		Chemical Reactions	MONOMER-20665
D-LACTATE-2-SULFATASE-RXN	EC-3.1.6.17			Chemical Reactions	
RXN-11730	EC-3.5.99.8	PWY-7044		Chemical Reactions	MONOMER-15902
RXN-3167	EC-3.2.1	PWY-1921		Chemical Reactions	
RXN0-3901	EC-6.3.1.11	PWY0-1221		Chemical Reactions	CPLX0-7709
RXN-4501	EC-1.14.14.90	PWY-6332 // PWY-2761		Chemical Reactions	MONOMER-7402 // MONOMER-6702
3.7.1.9-RXN	EC-3.7.1.9	P183-PWY		Chemical Reactions	MONOMER-12763
RXN-20382	EC-1.3.1.93	PWY-7035		Chemical Reactions	
RXN-9154	EC-2.4.1	PWY-5822		Chemical Reactions	
AMIDASE-RXN	EC-3.5.1.4			Chemical Reactions	
RXN-8694	EC-2.3.1.93	PWY-5468		Chemical Reactions	MONOMER-13855 // MONOMER-12941
RXN-20050		PWY-6540 // RXN-20051		Chemical Reactions	
RXN-12228	EC-2.1.1.209			Chemical Reactions	MONOMER-16329
RXN-15017	EC-1.1.1	PWY-7403		Chemical Reactions	MONOMER-18326
RXN-15962	EC-2.5.1	PWY-7572	terpendole J dimethylallyltransferase	Chemical Reactions	MONOMER-18980
RXN-15957		RXN-19725 // PWY-7572		Chemical Reactions	MONOMER-18979
1.14.13.57-RXN	EC-1.14.14.101	PWY-5287		Chemical Reactions	MONOMER-12349
RXN-12691	EC-1.14.15.30	PWY-6944		Chemical Reactions	MONOMER-16931 // CPLX-8371 // CPLX-8364
RXN-8650	EC-3.3.2.11			Chemical Reactions	CPLX-85488
SULFITE-REDUCT-RXN	EC-1.8.1.2	PWY-6683 // SO4ASSIM-PWY		Chemical Reactions	SULFITE-REDUCT-CPLX // CPLX8J2-20 // CPLX3O-23
RXN-23627	EC-6.2.1	PWY-8424		Chemical Reactions	CPLX-85426
RXN-9005	EC-2.4.1	PWY-5756		Chemical Reactions	
RXN-18710		PWY8J2-27 // PWY-7892		Chemical Reactions	CPLX0-7609 // CPLX8J2-295
RXN-25535				Chemical Reactions	
RXN-16591	EC-2.3.1	PWY-7660		Chemical Reactions	MONOMER-19309
RXN-19164		PWY-7943		Chemical Reactions	
RXN-24359		PWY-8494		Chemical Reactions	MONOMER-124569
RXN-22022	EC-1.1.1.239			Chemical Reactions	CPLX-9570
THYMIDINE-TRIPHOSPHATASE-RXN	EC-3.6.1.39	RXN-14200		Chemical Reactions	BSU30630-MONOMER
RXN-13631		PWY-7100	spinosyn 2'-<i>O</i>-methyltransferase	Chemical Reactions	MONOMER-17603
RXN-20207	EC-6.2.1.M32	PWY-8033 // PWY-8034		Chemical Reactions	MONOMER-20713 // MONOMER-20712
RXN0-6948	EC-2.3.1.1			Chemical Reactions	CPLX0-7962
RXN-24593	EC-1.2.1	PWY-8523		Chemical Reactions	MONOMER-124649
RXN-16658	EC-2.3.1			Chemical Reactions	MONOMER-19319
RXN-24364		PWY-8495		Chemical Reactions	MONOMER-124569
RXN-16270	EC-1.13.12.22			Chemical Reactions	
RXN-15495	EC-1.14.13	PWY-7492		Chemical Reactions	MONOMER-18636
RXN-13932	EC-2.1.1	PWY-7161		Chemical Reactions	MONOMER-17831 // MONOMER-17830
RXN-9779	EC-3.1.3.78	PWY-6368 // PWY-6367		Chemical Reactions	HS14553-MONOMER // HS15363-MONOMER // MONOMER-14263
RXN-25464	EC-2.3.1.M131			Chemical Reactions	
RXN-11612	EC-6.3.2	PWY-6574		Chemical Reactions	MONOMER-15813
RXN-17483	EC-1.3.1.111			Small-Molecule Reactions	MONOMER-19738
RXN-1083	EC-4.2.1.167	P162-PWY // PWY-8190		Chemical Reactions	CPLX-9333
RXN-12341	EC-4.1.1.92			Chemical Reactions	MONOMER-16543
RXN-11085	EC-1.11.2	PWY-6401		Chemical Reactions	MONOMER-15267 // MONOMER-15266
RXN-10690	EC-2.4.1	PWY-6297		Chemical Reactions	MONOMER-14967 // MONOMER-14966
RXN-16965	EC-2.4.1			Chemical Reactions	
RXN-11940		PWY-6676		Chemical Reactions	
RXN-22031	EC-2.4.99.27	PWY-8192		Chemical Reactions	CPLX-9593
RXN-25060		PWY-8563		Chemical Reactions	
RXN-15533	EC-1.14.14	PWY-7497	costunolide 3-hydroxylase	Chemical Reactions	MONOMER-18668
RXN-18623	EC-1.14.11.20	PWY-5292		Chemical Reactions	MONOMER-12361
RXN-22510	EC-2.4.99.26			Chemical Reactions	EG11424-MONOMER
RXN-11975		PWY-6679 // PWY-7485 // RXN-15677 // PWY-7483		Chemical Reactions	CPLX-8853 // CPLX-8852 // CPLX-8205
RXN-10685	EC-4.2.3.66	PWY-6294		Chemical Reactions	MONOMER-14960 // MONOMER-14959
RXN-7572	EC-1.1.1.27	PWY-5031		Chemical Reactions	CPLX-6921 // IMILACTDEHYDROG-MONOMER // MONOMER-11648
RXN-20760	EC-5.4.99			Chemical Reactions	
RXN-17525	EC-1.1.1.272			Chemical Reactions	MONOMER-19754
RXN-18777	EC-2.4.1.18	PWY-7900		Chemical Reactions	G185E-5505-MONOMER
RXN-11360	EC-2.1.1	PWY-6477		Chemical Reactions	AT4G26420-MONOMER
2-OXOALDEHYDE-DEHYDROGENASE-NAD+-RXN	EC-1.2.1.23			Chemical Reactions	
RXN-23165	EC-2.1.1.285	PWY-8368		Chemical Reactions	MONOMER-22091
RXN-11265				Chemical Reactions	MONOMER-15440
RXN-13875	EC-2.4.1	PWY-7151		Chemical Reactions	MONOMER-17807
RXN-14146	EC-4.1.2			Chemical Reactions	
RXN-23021	EC-1.11.1.12	PWY-8400		Chemical Reactions	HS09562-MONOMER
RXN-15135	EC-3.1.1.13	PWY-7424	ergosterol esterase	Chemical Reactions	G3O-32181-MONOMER // G3O-32117-MONOMER // HS01328-MONOMER // YKL140W-MONOMER
RXN-13793		PWY-7135		Small-Molecule Reactions	
RXN-7603		PWY-5040		Chemical Reactions	
RXN-16958	EC-2.6.1	PWY-7701	HMOG transaminase	Chemical Reactions	
PHENYLSERINE-ALDOLASE-RXN	EC-4.1.2.26			Chemical Reactions	LTAA-CPLX
4.1.1.51-RXN	EC-4.1.1.51	PWY-5499		Chemical Reactions	CPLX-9293 // MONOMER-13152
RXN-9872	EC-1.14.12	PWY-6088	3-chlorobenzoate 1,2-dioxygenase	Chemical Reactions	CPLX-7698
CAFFEOYL-COA-O-METHYLTRANSFERASE-RXN	EC-2.1.1.104	PWY-5710 // PWY-6432 // PWY-1121 // PWY-361 // PWY-7398 // PWY-7498 // PWY-6792		Chemical Reactions	MONOMER-20528 // CPLX-8859 // AT4G26220-MONOMER // AT4G34050-MONOMER // AT1G67990-MONOMER // MONOMER-14260 // MONOMER-13528
FATTY-ACID-O-METHYLTRANSFERASE-RXN	EC-2.1.1.15			Chemical Reactions	
3.2.1.18-RXN	EC-3.2.1.18			Chemical Reactions	MONOMER-18998
RXN-13814	EC-2.4.1	PWY-4421		Chemical Reactions	MONOMER-17753
RXN-15500	EC-1.14.14	PWY-7493	&beta;-PC-M6 10-oxidase	Chemical Reactions	MONOMER-18805 // MONOMER-18638
3.1.3.76-RXN	EC-3.1.3.76			Chemical Reactions	
RXN-16067	EC-2.3.1.51	PWY-7587		Chemical Reactions	SGL_RS04445-MONOMER
RXN-3521		PWY-2261 // RXN-12440		Chemical Reactions	MONOMER-5126 // MONOMER-5103 // MONOMER-5124 // MONOMER-5127 // MONOMER-5102 // MONOMER-5101 // MONOMER-17017
2.3.1.147-RXN	EC-2.3.1.147			Chemical Reactions	
RXN3O-4113	EC-1.1.1.1	PWY-6802 // PWY3O-4108		Chemical Reactions	CPLX-8693 // CPLX-8689 // CPLX-8688 // CPLX-8687
RXN-13509	EC-1.14.14.126	PWY-5672		Small-Molecule Reactions	MONOMER-20537 // MONOMER-17480 // MONOMER-18685 // MONOMER-17476 // MONOMER-17477
MYO-INOSITOL-3-O-METHYLTRANSFERASE-RXN	EC-2.1.1.40	PWY-8078		Chemical Reactions	MONOMER-20881
PHOSPHATIDATE-PHOSPHATASE-RXN	EC-3.1.3.4	TRIGLSYN-PWY		Chemical Reactions	G66-31698-MONOMER // G3O-32855-MONOMER // YDR503C-MONOMER // YDR284C-MONOMER // MONOMER-AT1G15080 // MONOMER-AT2G01180
RXN-14275	EC-1.1.1.M19	PWY-6920		Chemical Reactions	CPLX66-275 // CPLX-8704
RXN-9275	EC-1.5.3.12	PWY-5287		Chemical Reactions	MONOMER-12345
RXN-15958	EC-1.14.14	PWY-7572		Chemical Reactions	MONOMER-18978
RXN-17048	EC-3.1.1	PWY-7712		Chemical Reactions	
RXN-18299	EC-2.4.3.4	PWY-7838		Chemical Reactions	HS08206-MONOMER
RXN-19329	EC-1.5.1.3			Chemical Reactions	CPLX-1901 // MONOMER-9361 // CPLX-5621 // ENSG00000178700-MONOMER // CPLX66-351 // CPLX-85448 // CPLX0-8571 // DIHYDROFOLATEREDUCT-MONOMER
RXN-24570	EC-2.1.1.398			Chemical Reactions	
RXN66-3	EC-1.2.1.3	PWY66-161 // PWY-7387 // PWY66-162 // PWY66-21		Chemical Reactions	MONOMER-18239 // CPLX-8012 // MONOMER-1082 // CPLX66-81 // MONOMER-13665 // MONOMER-13666 // YMR170C-MONOMER // YMR169C-MONOMER // HS01061-MONOMER // CPLX66-396 // G18NG-12413-MONOMER
RXN-22674		RXN-22675		Chemical Reactions	MONOMER-21815
RXN-23752	EC-2.3.1.39	PWY-8438		Chemical Reactions	MONOMER-124390 // MONOMER-10721 // G185E-6458-MONOMER // MONOMER-16561 // YOR221C-MONOMER // HS02028-MONOMER // MONOMER-20578 // SCO2387-MONOMER // MALONYL-COA-ACP-TRANSACYL-MONOMER
3.2.1.10-RXN	EC-3.2.1.10			Chemical Reactions	CPLX66-547
RXN-17099	EC-3.5.1.11			Chemical Reactions	CPLX-9042 // CPLX-8889
RXN-18122	EC-2.1.1.336	PWY-7826		Chemical Reactions	MONOMER-20064
RXN-6543	EC-1.14.11			Chemical Reactions	MONOMER-9709
RXN-10613		PWY-6261		Small-Molecule Reactions	
RXN-9679		RXN-13406 // RXN-13405 // P541-PWY // RXN-13404	sarcosine <em>N</em>-methyltransferase	Chemical Reactions	MONOMER-8543 // MONOMER-8544 // MONOMER-8562 // MONOMER-8542 // CPLX-7651
RXN-22149	EC-2.4.99	ECASYN-PWY		Chemical Reactions	FUC4NACTRANS-MONOMER
PURINE-NUCLEOSIDASE-RXN	EC-3.2.2.1			Chemical Reactions	CPLX-8256
GALACTOSYLCERAMIDE-SULFOTRANSFERASE-RXN	EC-2.8.2.11			Chemical Reactions	HS05164-MONOMER
RXN-22509	EC-2.4.99.26	PWY2B4Q-9	O-antigen ligase	Chemical Reactions	BAB_RS18990-MONOMER
RXN-18072	EC-2.4.1.M16	PWY-7821		Chemical Reactions	MONOMER-20041
RXN-10449	EC-6.3.2.52	PWY-6233		Chemical Reactions	
RXN-8931	EC-4.2.3	PWY-5725		Chemical Reactions	MONOMER-13539
RXN-21285	EC-2.4.3.10			Chemical Reactions	
RXN-14830	EC-1.14.13.181	PWY-7352		Chemical Reactions	MONOMER-18172
RXN-708		RXN-20131		Chemical Reactions	AT3G19820-MONOMER
RXN0-7363				Chemical Reactions	CPLX0-8542
RXN-11127		PWY-6409		Chemical Reactions	MONOMER-15308
RXN-20097		RXN-20099		Chemical Reactions	MONOMER-20665
1.3.1.64-RXN	EC-1.3.1.64			Chemical Reactions	
RXN-23639		PWY-8427		Chemical Reactions	CPLX-85428
SULFITE-REDUCTASE-FERREDOXIN-RXN	EC-1.8.7.1	PWY1ZNC-1 // SULFMETII-PWY		Chemical Reactions	CPLX-9224 // MONOMER-20180 // MONOMER-18531 // CPLX-1285
RXN-10757	EC-3.5.1.101			Chemical Reactions	MONOMER-15016
RXN-20872	EC-5.3.3	PWY-8083	isodomoic acid A isomerization	Chemical Reactions	
RXN-24770	EC-2.3.1.9			Small-Molecule Reactions	CPLX-85498
RXN-18376	EC-1.14.13.239			Chemical Reactions	CPLX0-8232 // CPLX-9175
RXN-20978	EC-2.4.1	PWY-6036		Chemical Reactions	
RXN-25014	EC-4.4.1.45			Chemical Reactions	MONOMER-124853
RXN-19006	EC-3.2.1.114	PWY-7920		Chemical Reactions	AT5G14950-MONOMER
RXN-25081		PWY-7520 // RXN-15608		Chemical Reactions	MONOMER-18727
RXN-24643		PWY-8528		Macromolecule Reactions	MONOMER-124689
ARACHIDONATE-15-LIPOXYGENASE-RXN	EC-1.13.11.33	PWY-8411 // PWY-8410 // PWY-8397 // PWY66-392		Chemical Reactions	HS08621-MONOMER
RXN-17824	EC-2.1.1.63			DNA Repair	EG10668-MONOMER // PD00230
RXN-17127	EC-6.3.1.20			Chemical Reactions	EG11796-MONOMER // CPLX-8069 // BSU10250-MONOMER
RXN-24171	EC-1.4.5.M1			Chemical Reactions	
RXN0-1862	EC-2.1.2.13	PWY0-1338		Chemical Reactions	CPLX0-7718
RXN-8571	EC-4.2.3			Chemical Reactions	MONOMER-12770
5.4.99.16-RXN	EC-5.4.99.16	PWY-7900 // PWY-2622		Chemical Reactions	MONOMER-6161 // CPLX-4181 // MONOMER-5661 // MONOMER-5647
PGLYCEROLTRANSII-RXN	EC-2.7.8.21			Chemical Reactions	PGLYCEROLTRANSII-MONOMER
CHALCONE-ISOMERASE-RXN	EC-5.5.1.6			Chemical Reactions	
RXN-18372	EC-2.3.1.21			Chemical Reactions	
RXN-1346		PWY-5410		Chemical Reactions	
3.1.1.71-RXN	EC-3.1.1.71			Chemical Reactions	
23-DIMETHYLMALATE-LYASE-RXN	EC-4.1.3.32	PWY-5055		Chemical Reactions	CPLX-6950
2.3.1.155-RXN	EC-2.3.1.155	PWY-7656 // PWY-7654		Chemical Reactions	CPLX-2746 // AT2G33150-MONOMER // CPLX-7836 // CPLX-7837 // HS03991-MONOMER // HS06436-MONOMER // CPLX-8705 // CPLX-9269 // G7213-MONOMER // FADA-MONOMER // CPLX-85498
METHGLYSYN-RXN	EC-4.2.3.3			Chemical Reactions	METHGLYSYN-CPLX
RXN-19761		PWY-8006		Chemical Reactions	
RXN-12158	EC-1.1.1.378	PWY-6713 // PWY-6714		Chemical Reactions	MONOMER-16231 // MONOMER-16230
RXN-23780		PWY-8441 // RXN-23782		Chemical Reactions	MONOMER-124399
RXN-8563	EC-4.2.3.121			Chemical Reactions	MONOMER-12769
METHYLMALONYL-COA-DECARBOXYLASE-RXN	EC-4.1.1.94			Chemical Reactions	MONOMER-17103
RXN-17574				Chemical Reactions	
RXN-17090		PWY-6190		Chemical Reactions	
PHORBOL-DIESTER-HYDROLASE-RXN	EC-3.1.1.51			Chemical Reactions	
RXN-9160	EC-5.1.3.10	PWY-5834		Chemical Reactions	MONOMER-13795
RXN-25501	EC-2.3.1.23	PWY-8603		Chemical Reactions	G3O-30585-MONOMER
RXN0-5422	EC-2.4.1.M62		tRNA-queuosine glutamyltransferase	Chemical Reactions	EG11362-MONOMER
CHD-RXN	EC-1.1.99.1	BETSYN-PWY // CHOLINE-BETAINE-ANA-PWY		Chemical Reactions	CHD-MONOMER // HS00375-MONOMER // MONOMER-16786 // MONOMER-8641 // MONOMER-8621 // MONOMER-244
RXN-16978	EC-4.1.99.27	PWY-7704		Chemical Reactions	MONOMER-124175
RXN-18023	EC-1.1.5.h			Small-Molecule Reactions	MONOMER-19785
RXN-15051	EC-1.1.1.386			Chemical Reactions	MONOMER-18350
RXN-18650	EC-1.3.1.M14	PWY-7881		Chemical Reactions	MONOMER-20204
RXN-13648	EC-2.7.7.84			Chemical Reactions	ENSG00000111331-MONOMER // CPLX-8548 // CPLX-8547
PHOSPHOGLUCOKINASE-RXN	EC-2.7.1.10			Chemical Reactions	
RXN-21950	EC-1.2.1.42			Chemical Reactions	
RXN-12511				Chemical Reactions	
RXN-20980	EC-2.3.1.M87	PWY-6036		Chemical Reactions	MONOMER-20989
RXN-16531	EC-2.3.1	PWY-7653	2-(2,4-dihydroxy-6-methylbenzoyl)benzene-1,3,5-triol synthase	Chemical Reactions	MONOMER-19267
RXN-13638	EC-1.14.11			Chemical Reactions	MONOMER-17597 // MONOMER-17595
RXNQT-4313	EC-1.14.14.42	PWYQT-4475		Small-Molecule Reactions	CPLX-2303 // CPLX-2302
RXN-22487	EC-2.4.99.13	PWY-6467 // PWY-8284		Chemical Reactions	MONOMER-15504 // MONOMER-15506
AMMONIA-KINASE-RXN	EC-2.7.3.8			Chemical Reactions	
3.1.4.36-RXN	EC-3.1.4.43			Chemical Reactions	MONOMER-15192
RXN-8854		PWY-5663 // RXN-8853		Chemical Reactions	CPLX-7494
RXN1R65-43				Chemical Reactions	STM2437-MONOMER
RXN66-621	EC-2.3.1.86 // EC-2.3.1.85	PWY-5994		Chemical Reactions	CPLX-7628 // YKL182W-MONOMER // G185E-6762-MONOMER
RXN8J2-167		PWY-8489		Chemical Reactions	BSU17180-MONOMER
RXN-17689		PWY-5770		Chemical Reactions	
RXN-20960	EC-2.3.1	PWY-6032		Chemical Reactions	MONOMER-20975
RXN-21432	EC-3.2.1.52			Chemical Reactions	
IMIDHYD-RXN	EC-1.17.3	HISHP-PWY		Chemical Reactions	MONOMER-11668
RXN-19359	EC-2.4.1.17	PWY-5874		Chemical Reactions	HS11970-MONOMER
RXN2DNV-4	EC-2.4.99.12	PWY2DNV-1		Chemical Reactions	HP_RS04685-MONOMER // MONOMER-15506 // MONOMER-15504
RXN-16502	EC-6.3.2	PWY-7650		Chemical Reactions	MONOMER-19231
RXN-9850	EC-2.3.1.176	PWY-6061		Chemical Reactions	MONOMER-14332
RXN-25541				Chemical Reactions	
PROPIONATE--COA-LIGASE-RXN	EC-6.2.1.17	PWY-5747 // PWY-5104 // PWY0-42 // PWY-3941		Chemical Reactions	ACS-MONOMER // G6200-MONOMER // MONOMER-13637 // MONOMER-62 // AT3G05970-MONOMER // AT5G27600-MONOMER // HS06695-MONOMER
RXN-16816	EC-1.1.1	PWY-7682		Chemical Reactions	
LYSACET-RXN	EC-2.3.1.306	LYSDEGII-PWY		Chemical Reactions	MONOMER-8221 // MONOMER-8167 // MONOMER-8145 // MONOMER-8142
RXN-17039	EC-2.3.1	PWY-7730	3,15-diacetoxyscirpenol acetyltransferase	Chemical Reactions	MONOMER-19563
INOSINE-NUCLEOSIDASE-RXN	EC-3.2.2.2	PWY-6596		Chemical Reactions	EG11082-MONOMER // AT2G36310-MONOMER // MONOMER-11776 // CPLX-8256
RXN-9652	EC-2.3.1.41	PWY-8595 // PWY66-430		Chemical Reactions	CPLX-85561 // HS07707-MONOMER
RXN-12080	EC-1.1.1	PWY-6693		Chemical Reactions	MONOMER-18678 // MONOMER-18677
RXN-12773	EC-2.1.1.236	PWY-7688		Chemical Reactions	CPLX-9007
RXN-23415		PWY-8397		Chemical Reactions	
RXN-17579		PWY-7775 // RXN-8633		Chemical Reactions	
ARYL-ALCOHOL-DEHYDROGENASE-RXN	EC-1.1.1.90			Chemical Reactions	
RXN-7563	EC-1.4.99.6			Small-Molecule Reactions	MONOMER-11563
THIOESTER-RXN	EC-3.1.2.20	PWY-5148		Chemical Reactions	CPLX0-7630 // HS02282-MONOMER // CPLX-7073 // CPLX-7076 // YOR377W-MONOMER // HS01875-MONOMER // HS04631-MONOMER // YJR019C-MONOMER // THIOESTERII-CPLX // EG11121-MONOMER // EG11467-MONOMER
RXN-19144	EC-1.3.99.40			Chemical Reactions	MONOMER-14927 // MONOMER-19029
RXN-9531	EC-2.3.1.179 // EC-2.3.1.41	PWY-8279 // PWY1A0-6120 // PWY-5971	3-oxo-dodecanoyl-[acyl-carrier protein] synthase	Chemical Reactions	SCO5886-MONOMER // CPLX-7644 // BSU11340-MONOMER // FABB-CPLX // 3-OXOACYL-ACP-SYNTHII-CPLX
RXN-20359	EC-2.3.1.296			Chemical Reactions	ENSG00000180316-MONOMER
ACETYLESTERASE-RXN	EC-3.1.1.6			Chemical Reactions	CPLX0-8033 // MONOMER-5961 // HS10576-MONOMER // CPLX-8346 // CPLX0-8214 // EG10122-MONOMER
RXN-15755	EC-4.2.1			Chemical Reactions	CPLX-8508
RXN-10672	EC-2.4.1.276	RXN-12230 // PWY-6288		Chemical Reactions	MONOMER-14939
2.3.1.163-RXN	EC-2.3.1.163			Chemical Reactions	
RXN-9388	EC-1.3			Chemical Reactions	
RXN-22480	EC-2.3.1.129	PWY-8283		Chemical Reactions	
RXN-16444	EC-1.14.13		canthaxanthin hydroxylase	Chemical Reactions	
DCARNCOALIG-RXN	EC-3.1.2			Chemical Reactions	
RXN-21638	EC-3.1.2.14	PWY-8173		Chemical Reactions	AT3G25110-MONOMER // AT1G08510-MONOMER
ADDALT-RXN	EC-3.5.4.4	PWY-7179-1 // PWY-7179		Chemical Reactions	ADENODEAMIN-MONOMER // HS02191-MONOMER
RXN-18605	EC-1.7.2.2	PWY0-1585		Chemical Reactions	CPLX0-12840
RXN-25105				Chemical Reactions	
RXN66-562	EC-4.2.1.22	PWY66-426		Chemical Reactions	CPLX2DNV-1047 // CPLX66-336 // CPLX66-335
DIFRUCTOSE-ANHYDRIDE-SYNTHASE-RXN	EC-4.2.1.179			Chemical Reactions	
RXN-14547	EC-6.3.1.15	PWY-7287 // PWY-8368		Chemical Reactions	MONOMER-22092 // MONOMER-18056
RXN-24744		PWY-8539		Chemical Reactions	
RXN-10740	EC-1.1.1	PWY-3261 // RXN-5482 // RXN-5481	UDP-4-keto-rhamnose-4-keto-reductase	Chemical Reactions	AT3G14790-MONOMER // AT1G53500-MONOMER // AT1G78570-MONOMER // MONOMER-18756 // AT1G63000-MONOMER
RXN-21768	EC-2.3.1.16	PWY-8182		Chemical Reactions	
RXN-16823	EC-1.11.2.M1			Chemical Reactions	HS05502-MONOMER
RXN-12552		PWY-7041 // PWY-6861		Chemical Reactions	
1.1.1.147-RXN	EC-1.1.1.147			Chemical Reactions	
RXNQT-4168	EC-1.1.1.85			Small-Molecule Reactions	AT5G14200-MONOMER
ADENODEAMIN-RXN	EC-3.5.4.4	PWY0-1296 // SALVADEHYPOX-PWY // PWY-6609 // PWY-6611		Chemical Reactions	ADENODEAMIN-MONOMER // EG12097-MONOMER // CPLX2OBG-50 // HS02191-MONOMER // MONOMER-841
RXN-10889		PWY-6339	3-methylgallate 3,4-dioxygenase	Chemical Reactions	CPLX-7916 // MONOMER-15115
RXN-23086	EC-6.2.1.M39	PWY-8361		Chemical Reactions	MONOMER-22016
RXN-16552	EC-2.3.1	PWY-7656		Chemical Reactions	
RXN-25602	EC-4.1.2.67	PWY-8613		Chemical Reactions	MONOMER-125125
RXN-15015	EC-1.14.12	PWY-7403		Chemical Reactions	CPLX-8782
RXN-7601	EC-2.1.1.160	PWY-5038		Chemical Reactions	MONOMER-11675 // MONOMER-11676 // MONOMER-11679 // MONOMER-11680
RXN-17635				Chemical Reactions	
2.6.1.47-RXN	EC-2.6.1.47			Chemical Reactions	
ADP-DEAMINASE-RXN	EC-3.5.4.17 // EC-3.5.4.7			Chemical Reactions	
RXN-8416	EC-4.2.3.133			Chemical Reactions	AG4-MONOMER // AG5-MONOMER // AT5G23960-MONOMER
RXN18C3-20	EC-4.2.3	PWY18C3-7		Chemical Reactions	MONOMER18C3-19 // MONOMER18C3-18 // MONOMER18C3-17 // MONOMER18C3-16
RXN-12098	EC-3.1.1.86			Chemical Reactions	MONOMER-16189
RXN-16302	EC-2.3.2.24			Small-Molecule Reactions	HS10987-MONOMER
RXN66-19	EC-1.1.1.270	PWY-8026 // PWY66-3		Chemical Reactions	MONOMER-20666 // HS05604-MONOMER
RXN66-617	EC-2.3.1.86 // EC-2.3.1.85	PWY-5994		Chemical Reactions	CPLX-7628 // YKL182W-MONOMER // G185E-6762-MONOMER
RXN-14169	EC-1.2.1.42			Chemical Reactions	
RXN-21914	EC-2.4.1			Chemical Reactions	
RXN66-640	EC-2.3.1.85 // EC-2.3.1.86	PWY-5994		Chemical Reactions	G185E-6762-MONOMER // CPLX-7628 // YPL231W-MONOMER
RXN-24852	EC-2.3.1	PWY-8547		Chemical Reactions	MONOMER-124789
R266-RXN	EC-4.2.1	PWY-301 // P321-PWY		Chemical Reactions	CPLX-926
RXN-20782	EC-2.1.1.M65	PWY-8076	2.1.1.M65	Chemical Reactions	GDQC-9006-MONOMER
RXN0-6460		PWY0-1471 // RXN-12894	peroxyureidoacrylate/ureidoacrylate amidohydrolase	Chemical Reactions	G6522-MONOMER // CPLX-85455
RXN-14894				Chemical Reactions	
RXN-23457		PWY-8396		Chemical Reactions	
PHYTANATE--COA-LIGASE-RXN	EC-6.2.1.24			Chemical Reactions	MONOMER-14442 // AT3G05970-MONOMER // AT5G27600-MONOMER // HS06695-MONOMER
MYO-INOSOSE-2-DEHYDRATASE-RXN	EC-4.2.1.44	P562-PWY		Chemical Reactions	BSU39720-MONOMER // MONOMER-13036
CYCLOPENTANONE-MONOOXYGENASE-RXN	EC-1.14.13.16			Chemical Reactions	
RXN-20310	EC-2.4.1	PWY18C3-21 // PWY18C3-25		Chemical Reactions	
RXN-17981	EC-1.14.13.232	PWY-7812		Chemical Reactions	MONOMER-19940 // MONOMER-19939
RXN-21049	EC-3.2.1.164			Chemical Reactions	MONOMER-21026
RXN-16526		PWY-7128 // P181-PWY // S-6-HYDROXYNICOTINE-OXIDASE-RXN		Chemical Reactions	MONOMER-17710 // CPLX-2222
RXN-21155		PWY-6432 // RXN-11226		Chemical Reactions	MONOMER-15411 // MONOMER-15410 // MONOMER-15409
RXN-20158	EC-2.4.1.125 // EC-2.4.1.362			Chemical Reactions	
PYRUVATE-OXIDASE-COA-ACETYLATING-RXN	EC-1.2.3.6			Chemical Reactions	
