Reaction	EC-Number	In-Pathway	Common-Name	Names
RXN-14268	EC-2.3.1.16	PWY-8568 // PWY-7654	lauroyl-CoA acetyl-CoA acyltransferase	Chemical Reactions
RXN1F-164	EC-1.14.11	PWY-5070		Chemical Reactions
RXN-17036	EC-1.14.14	PWY-7711		Chemical Reactions
SUPEROX-DISMUT-RXN	EC-1.15.1.1	DETOX1-PWY-1 // PWY-6854 // DETOX1-PWY		Chemical Reactions
RXN-14459	EC-5.1.1.19	PWY-7274		Chemical Reactions
RXN-5285	EC-1.3.1.33	CHLOROPHYLL-SYN		Chemical Reactions
RXN-8678	EC-1.23.1.1	PWY-6824 // PWY-5466		Chemical Reactions
RXN-21334		PWY-7174		Chemical Reactions
RXN-24230	EC-3.5.1.92	PWY-8482		Chemical Reactions
RXN-8352	EC-1.14.19.41	PWY-2541		Chemical Reactions
RXN-11292		PWY-6448		Small-Molecule Reactions
RXNQT-4360		PWYQT-4477		Chemical Reactions
RXN-25212	EC-2.3.1.5			Chemical Reactions
RXN-21551		PWY-8163		Binding Reactions
RXN-21805		RXN-21811 // RXN-5423		Chemical Reactions
RXN-14904				Chemical Reactions
6.3.2.7-RXN	EC-6.3.2.7	PWY-6386		Chemical Reactions
ACETYLORNDEACET-RXN	EC-3.5.1.16	GLUTORN-PWY		Chemical Reactions
HADTHAUERA-RXN	EC-1.1.1.368	PWY-8485 // PWY-7401 // CENTBENZCOA-PWY		Chemical Reactions
RXN-12556		PWY-6861		Chemical Reactions
RXN-12872		PWY-6960		Chemical Reactions
RXN-11009		RXN-24286 // PWY-6378		Chemical Reactions
RXN-14003	EC-3.6.1.64			Chemical Reactions
RXN-19635	EC-4.2.3.196	PWY-7994		Chemical Reactions
RXN-20883	EC-6.3.2.61			Small-Molecule Reactions
RXN-9823	EC-2.4.1	PWY-6036		Chemical Reactions
RXN-18692	EC-2.3.2	PWY-7887		Chemical Reactions
RXN-21177	EC-2.1.1.M5	PWY-6682		Chemical Reactions
RXN1G-299	EC-1.3.1.118	PWYG-321	trans-delta2-cis-delta13-C32:2-[acyl-carrier protein] reductase	Chemical Reactions
ISOPIPERITENOL-DEHYDROGENASE-RXN	EC-1.1.1.223	PWY-3061		Chemical Reactions
RXN-18759	EC-3.4.19.16	PWY-7901		Chemical Reactions
RXN0-6999	EC-6.3.2			Chemical Reactions
RXN66-491		PWY66-392		Chemical Reactions
RXN-19322	EC-3.1.3.73	PWY-7966		Chemical Reactions
RXN-23740	EC-2.1.1	PWY-8438		Chemical Reactions
RXN-20606		RXN-21596 // RXN-20618		Chemical Reactions
2.4.1.165-RXN	EC-2.4.1.165			Chemical Reactions
RXN0-5129				Chemical Reactions
MANDELONITRILE-LYASE-RXN	EC-4.1.2.10	PWY-6011 // PWY-7093		Chemical Reactions
RXN-23029	EC-1.13.11.33	PWY-8400 // PWY-8357		Chemical Reactions
DCDPC-RXN	EC-1.3.1.53			Chemical Reactions
GLUCOSE-6-PHOSPHATE-1-EPIMERASE-RXN	EC-5.1.3.15			Chemical Reactions
DIENELACHYDRO-RXN	EC-3.1.1.45	14DICHLORBENZDEG-PWY		Chemical Reactions
RXN-19193	EC-6.2.1.2			Chemical Reactions
RXN-21878	EC-2.4.1	PWY-8207		Chemical Reactions
RXN-20779	EC-1.14.19.M26			Chemical Reactions
UDPHYDROXYMYRGLUCOSAMNACETYLTRANS-RXN	EC-2.3.1.191	NAGLIPASYN-PWY		Chemical Reactions
RXN-17562	EC-6.2.1.60			Chemical Reactions
RXN-23624		PWY-8424		Chemical Reactions
MANNURONATE-REDUCTASE-RXN	EC-1.1.1.131			Chemical Reactions
RXN-19661		PWY-6325		Chemical Reactions
RXN-16153	EC-2.3.1.199	PWY-6433		Chemical Reactions
RXN-19415		PWY-7982		Small-Molecule Reactions
RXN-24556	EC-2.8.2.15			Chemical Reactions
COA-DISULFIDE-REDUCTASE-NADH-RXN	EC-1.8.1.14			Chemical Reactions
RXN-8890	EC-4.2.1.120	PWY-5789 // PWY-5022 // PWY-5677 // PWY-7854		Small-Molecule Reactions
RXN-14270	EC-2.4.2.7		5-amino-4-imidazolecarboxamide phosphoribosyltransferase	Chemical Reactions
RXN-12300	EC-1.1.1	PWY-6786		Chemical Reactions
RXN-15948	EC-5.1.1.22			Chemical Reactions
CYCLOHEXANONE-MONOOXYGENASE-RXN	EC-1.14.13.22	CYCLOHEXANOL-OXIDATION-PWY		Chemical Reactions
RXN-11197		PWY-6423	falcipain	Chemical Reactions
RXN-8339	EC-1.8.2.5	PWY-5352		Chemical Reactions
RXN-17245	EC-1.1.1.M10			Chemical Reactions
RXN0-2941	EC-3.1.25			Chemical Reactions
SUCROSE-PHOSPHATASE-RXN	EC-3.1.3.24	PWY-7347 // SUCSYN-PWY // PWY-7238		Chemical Reactions
RXN-14992	EC-2.1.1.297			Chemical Reactions
RXN-18095	EC-2.4.1.354	PWY-7824		Chemical Reactions
RXN-19205		RXN-19197		Small-Molecule Reactions
RXN-15281	EC-3.1.2	PWY-6585		Chemical Reactions
RXN-172	EC-1.14.20	PWY-102		Chemical Reactions
RXN-8051		PWY-5195 // RXN-13432		Chemical Reactions
AGMATINE-KINASE-RXN	EC-2.7.3.10			Chemical Reactions
RXN-12337	EC-4.2.1.123	PWY-7072		Chemical Reactions
RXN-23082		PWY-8361		Chemical Reactions
RXN-10381	EC-4.2.1.80	PWY-5645		Chemical Reactions
RXN-15510		RXN-15513		Chemical Reactions
RXN-16646	EC-6.3.2	PWY-7665		Chemical Reactions
RXN-12349	EC-1.14.11.61	PWY-7398 // PWY-6792		Chemical Reactions
RXN-25112	EC-2.3.1.166	PWY-5660		Chemical Reactions
RXN-8789		PWY-5526 // RXN-17426		Chemical Reactions
RXN-13212	EC-2.6.1	PWY-7018		Chemical Reactions
RXN-4224		RXN-20132		Chemical Reactions
RXN-16210	EC-2.3.1	PWY-5975		Chemical Reactions
RXN-11347	EC-2.7.8.13	PWY-6470		Chemical Reactions
RXN-23373	EC-3.2.1.218			Chemical Reactions
RXN-20613		RXN-20619		Chemical Reactions
RXN-21629	EC-2.3.1.179	PWY-8173		Chemical Reactions
RXN-21711	EC-3.4.19.5	PWY-7052		Chemical Reactions
RXN-22125	EC-2.4.1	PWY-8219		Chemical Reactions
RXN-19800	EC-2.3.1.16	PWY-8152 // PWY-6944		Chemical Reactions
2.4.1.221-RXN	EC-2.4.1.221			Chemical Reactions
RXN-18137		PWY-7826		Chemical Reactions
GLUTAMATESYN-RXN	EC-1.4.1.13	GLUTAMINEFUM-PWY		Small-Molecule Reactions
RXN-11086		PWY-6401		Chemical Reactions
RXN-7819	EC-1.14.13.54			Chemical Reactions
RXN-22146	EC-2.4.1	PWY-8226		Chemical Reactions
RXN-14325		CTPSYN-RXN		Chemical Reactions
RXN1F-775	EC-2.4.1.115	PWY-7450 // PWY-7262 // PWY-5313		Chemical Reactions
RXN-13053	EC-1.1.1			Chemical Reactions
RXN-22591	EC-3.2.1.52			Chemical Reactions
RXN-22082	EC-2.3.1			Chemical Reactions
RXN66-144	EC-1.1	PWY66-201 // PWY66-221		Chemical Reactions
RXN-23572	EC-3.1.1.13	PWY-8412		Chemical Reactions
RXN-5781	EC-2.7.8.2	PWY-3561 // PWY-6804 // PWY4FS-2 // PWY3O-450		Chemical Reactions
GLUTDECARBOX-RXN	EC-4.1.1.15	PWY-8543 // PWY-8346 // PWY0-1305 // GLUDEG-I-PWY		Chemical Reactions
RXN-17348	EC-2.1.1.330	PWY-7748		Chemical Reactions
RXN-16613	EC-1.1.1.M2			Chemical Reactions
RXN-777	EC-1.14.14.M54	PWY-699 // PWY-2582		Chemical Reactions
RXN-22927	EC-4.4.1	PWY-8343		Chemical Reactions
RXN-9145	EC-2.7.1.214			Chemical Reactions
2.5.1.64-RXN	EC-2.2.1.9	PWY-5837		Chemical Reactions
RXN-23919		RXN-23921		Chemical Reactions
RXN-21660	EC-1.1.1.100	PWY-8525 // PWY-8174		Chemical Reactions
RXN-10969				Chemical Reactions
PYROGLUTAMYL-PEPTIDASE-I-RXN	EC-3.4.19.3	PWY-7942		Chemical Reactions
RXN3DJ-11417	EC-2.7.1.91	PWY3DJ-11470		Chemical Reactions
RXN-23827		RXN-10839		Chemical Reactions
RXN-19436	EC-2.3.1	PWY-7983		Chemical Reactions
3.2.1.32-RXN	EC-3.2.1.32	PWY-6789		Chemical Reactions
CYCLOARTENOL-SYNTHASE-RXN	EC-5.4.99.8	PWY-8028 // PWY-6109		Chemical Reactions
RXN-12024	EC-3.2.1.147	PWY-6684		Chemical Reactions
12-ALPHA-L-FUCOSIDASE-RXN	EC-3.2.1.63			Chemical Reactions
RXN-8390	EC-1.14.19.11	PWY-5367		Chemical Reactions
RXN-8541	EC-4.2.3.56	PWY-5425		Chemical Reactions
RXN-23773		PWY-8438		Chemical Reactions
RXN-13728	EC-2.3.1.188			Chemical Reactions
URATE-OXIDASE-RXN	EC-1.7.3.3	PWY-5691		Chemical Reactions
RXN-18572	EC-6.1.3.1			Chemical Reactions
RXN-17504	EC-1.14.14.20			Chemical Reactions
RXN-8487		PWY-5404		Chemical Reactions
RXN-17481		PWY-7762 // RXN-17483		Chemical Reactions
RXN-8236	EC-1.13.12	PWY-6806 // PWY-5305		Chemical Reactions
RXN-10047	EC-3.1.1.81			Chemical Reactions
RXN-7897	EC-1.13.11.71			Chemical Reactions
RXN-8840	EC-3.5.99.5	PWY-5644		Chemical Reactions
RXN0-723	EC-1.1.98.6	PWY0-166 // PWY-7187		Chemical Reactions
RXN-19157		PWY-7943		Small-Molecule Reactions
RXN-17554	EC-2.6.1.13			Chemical Reactions
RXN-3625		PWY-2321		Chemical Reactions
RXN-20337	EC-1.1.1.330	PWY-8041		Chemical Reactions
RXN-8848		PWY-5648		Chemical Reactions
RXN-8046	EC-4.2.3.24	PWY-5195		Chemical Reactions
RXN-13605	EC-3.1.1.93			Chemical Reactions
RXN-14450	EC-2.3.1	PWY-7265	1-<i>O</i>-p-coumaroyl glucose:p-coumaroyl transferase	Chemical Reactions
TARTRATE-DECARBOXYLASE-RXN	EC-4.1.1.73			Small-Molecule Reactions
2.4.1.74-RXN	EC-2.4.1.74			Chemical Reactions
CELLULOSE-SYNTHASE-UDP-FORMING-RXN	EC-2.4.1.12	PWY-1001		Chemical Reactions
RXN-9244	EC-2.3.1.224	PWY-5859		Chemical Reactions
RXN-11812	EC-2.7.8.32			Chemical Reactions
RXN0-6435	EC-6.2.1	PWY-8319	HypF carbamoyltransferase	Chemical Reactions
RXN-13982	EC-2.3.1	PWY-7171		Chemical Reactions
RXN-12029	EC-2.4.1.270	PWY-6686	mannosylflucosyl-3-phosphoglycerate synthase	Chemical Reactions
RXN-11959	EC-1.1.1.418	PWY-8191		Chemical Reactions
RXN-25154	EC-4.1.1.130	PWY-8570		Chemical Reactions
RXN-23374	EC-3.1.1.M28	PWY-8391		Chemical Reactions
F16ALDOLASE-RXN	EC-4.1.2.13	PWY-1042 // PWY-7385 // PWY-6142 // GLYCOLYSIS // SUCSYN-PWY // ANAGLYCOLYSIS-PWY // PWY-5484 // P341-PWY // GLUCONEO-PWY // PWY66-399 // CALVIN-PWY // P185-PWY // PWY-1861		Chemical Reactions
RXN-19141	EC-1.3.5.6			Chemical Reactions
RXN-24733		RXN-24734		Chemical Reactions
RXN-14348	EC-3.2.1			Chemical Reactions
RXN-24013		PWY-8463		Chemical Reactions
RXN-4822		PWY-2941		Chemical Reactions
RXN-19036	EC-1.8.5.8	PWY-7927		Chemical Reactions
RXN-23357		PWY-8389 // RXN-23344		Chemical Reactions
RXN-15442	EC-2.4.1	PWY-7487		Chemical Reactions
RXN-21437		RXN-21438		Chemical Reactions
RXN-21673	EC-1.3.1.104 // EC-1.3.1.10	PWY-8174		Chemical Reactions
RXN-19554	EC-4.4.1.13			Small-Molecule Reactions
RXN-25395	EC-2.3.1.fg			Chemical Reactions
RXN-21300	EC-2.1.1			Chemical Reactions
RXN-12132		PWY-6707		Chemical Reactions
RXN-8990	EC-4.1.1.109	PWY-5751		Chemical Reactions
RXN-17714		RXN-17715		Chemical Reactions
RXN-23503	EC-1.11.1.12	PWY-8412 // PWY-8400		Chemical Reactions
2.1.3.9-RXN	EC-2.1.3.9	PWY-5154		Chemical Reactions
RXN-22455	EC-1.3.1.104	PWY-8280		Chemical Reactions
RXN-20046	EC-4.2.3.201			Chemical Reactions
RXN-22982		PWY-8353		Chemical Reactions
METHIONINE-GAMMA-LYASE-RXN	EC-4.4.1.11	PWY-7793		Small-Molecule Reactions
RXN-13657	EC-2.1.1	RXN-13667	dTDP-3-amino-4-oxo-2,3,6-trideoxy-&alpha;-D-glucose methyltransferase	Chemical Reactions
RXN-23412	EC-1.14.14	PWY-8397		Chemical Reactions
HYDROXYGLUTAMATE-DECARBOXYLASE-RXN	EC-4.1.1.16			Chemical Reactions
24-DIAMINOPENTANOATE-DEHYDROGENASE-RXN	EC-1.4.1.12			Chemical Reactions
RXN-19973		RXN-24830 // PWY-5292		Chemical Reactions
AMYGDALIN-BETA-GLUCOSIDASE-RXN	EC-3.2.1.117	PWY-6011		Chemical Reactions
RXN-17001	EC-2.7.1.147	P341-PWY		Chemical Reactions
RXN-23197		PWY-8374		Macromolecule Reactions
RXN-24368	EC-6.2.1	PWY-8496		Chemical Reactions
RXN-18799	EC-1.14.99.22	PWY-7300		Chemical Reactions
RXN-21686	EC-1.1.1.100	PWY-8175		Chemical Reactions
RXN-24814		RXN-24816		Chemical Reactions
RXN-12971	EC-1.3.1.93	PWY-7592 // PWY-5353		Chemical Reactions
RXN-5161	EC-1.3.1.82	PWY-3061		Chemical Reactions
RXN-20502	EC-3.1.4.54	PWY-8051		Chemical Reactions
RXN-15542	EC-1.5.3.12	PWY-7507	dihydrobenzophananthridine oxidase	Chemical Reactions
RXN-21993	EC-3.2.1.M26			Chemical Reactions
RXN-13555	EC-1.14.16.7	PWY-8528		Chemical Reactions
RXN-17460		PWY-7760 // RXN-18419		Chemical Reactions
GALACTARDEHYDRA-RXN	EC-4.2.1.42	PWY-6497 // GALACTARDEG-PWY		Chemical Reactions
RXN-13843	EC-2.1.1	PWY-7151	6-hydroxy 3,7,4'-methylquercetagetin 6-methyltransferase	Chemical Reactions
RXN-16686	EC-6.3.2	PWY-7668		Chemical Reactions
RXN-20366	EC-2.3.1.M71 // EC-2.3.1.299			Chemical Reactions
1.97.1.2-RXN	EC-5.4.4.9	P3-PWY		Small-Molecule Reactions
RXN-24966		PWY-8554		Chemical Reactions
RXN-18860		RXN-18879 // PWY-7915		Small-Molecule Reactions
RXN-9406	EC-6.2.1	PWY-5922 // PWY-5923		Chemical Reactions
RXN-14494	EC-4.2.1.134	PWY-6433	3-hydroxy-lesqueroloyl-CoA dehydratase	Chemical Reactions
RXN-23324		PWY-8387 // RXN-23328		Chemical Reactions
2.6.1.18-RXN	EC-2.6.1.18	PWY-1781 // PWY-3941		Chemical Reactions
1.3.1.60-RXN	EC-1.3.1.60			Chemical Reactions
RXN-22154	EC-3.5.1	PWY-8229		Chemical Reactions
RXN-9429	EC-1.1.1.296	PWY-5927	(1S,2S,4S)-dihydrocarveol dehydrogenase	Chemical Reactions
RXN-17360	EC-1.14.13			Chemical Reactions
RXN-22439		RXN-22440		Chemical Reactions
RXN-7676		PWY-5068 // RXN-13398		Chemical Reactions
RXN-9601	EC-1.14.19.6	PWY-6001		Chemical Reactions
RXN-13098	EC-3.1.2	PWY-6995 // PWY-6997		Chemical Reactions
2.6.1.72-RXN	EC-2.6.1.72			Chemical Reactions
RXN-7227		PWY-4681		Chemical Reactions
RXN-17953	EC-1.21.99.M1			Chemical Reactions
RXN-25526	EC-1.13.11.96	PWY-7079		Chemical Reactions
RXN-8526	EC-1.14.13	PWY-5414		Chemical Reactions
RXN-20219	EC-2.3.1.26			Chemical Reactions
RXN-12431	EC-2.3.2.30	PWY-6818		Chemical Reactions
RXN-24821		RXN-24823		Chemical Reactions
RXN-17834				Chemical Reactions
RXN-8979	EC-4.2.1.117	PWY-5747		Chemical Reactions
RXN-10675		PWY-6289 // RXN-19494		Chemical Reactions
RXN-23134	EC-3.2.1	PWY-8366		Chemical Reactions
RXN-19123	EC-2.1.1			Chemical Reactions
CREATININASE-RXN	EC-3.5.2.10	CRNFORCAT-PWY		Chemical Reactions
RXN-13898	EC-1.14.14	PWY-7157	flavonol 6-monooxygenase	Chemical Reactions
RXN-18049	EC-2.7.8.M1	PWY-7818		Chemical Reactions
RXN-14909	EC-4.1.1.M24	PWY-7372		Chemical Reactions
RXN-15746	EC-6.3.2	PWY-7542		Chemical Reactions
RXN-5101	EC-4.2.3.111			Chemical Reactions
RXN-20512	EC-2.3.1.51	PWY-8051 // PWY-8053		Chemical Reactions
RXN-17252		PWY-6927 // PWY-5098 // RXN-7740		Chemical Reactions
RXN-9497	EC-1.14.14.117	PWY-5959		Chemical Reactions
CROTCOALIG-RXN	EC-3.1.2			Chemical Reactions
RXN-24534	EC-1.5.3.o			Chemical Reactions
RXN-14580	EC-3.2.1.194			Small-Molecule Reactions
RXN-16411	EC-1.3.99	PWY-7636	isozeaxanthin desaturase	Chemical Reactions
RXN-15290	EC-3.2.1	PWY-7445		Chemical Reactions
RXN-2222	EC-1.14.11.M8	PWY-1187		Chemical Reactions
RXN-16398	EC-1.14.14.80	PWY-1121 // PWY-321 // PWY-6733		Chemical Reactions
THIOETHANOLAMINE-S-ACETYLTRANSFERASE-RXN	EC-2.3.1.11			Chemical Reactions
RXN-25132	EC-2.3.1.332			Chemical Reactions
1.8.1.5-RXN	EC-1.8.1.5	PWY-5534		Chemical Reactions
RXN-21885	EC-2.4.1	PWY-8237		Chemical Reactions
2-HYDROXYPYRIDINE-5-MONOOXYGENASE-RXN	EC-1.14.99.26			Chemical Reactions
RXN-24592		RXN-24589		Chemical Reactions
RXN-15632	EC-1.1.1.375			Chemical Reactions
RXN-12710	EC-2.3.1.16	PWY-6946 // PWY-6948 // PWY-6945		Chemical Reactions
RXN-21339	EC-4.2.1.106	PWY-7754		Chemical Reactions
RXN-20291	EC-6.2.1.74	PWY-8036		Chemical Reactions
RXN-22997	EC-1.3.8.7	PWY-8354		Chemical Reactions
RXN-16821	EC-2.8.1.14	PWY-7889		Chemical Reactions
RXN-20645	EC-2.5.1.141			Chemical Reactions
RXN-25277		PWY-8580		Chemical Reactions
RXN-23874				Chemical Reactions
RXN-2002	EC-4.2.1.17	PWY-6458 // PWY-6443 // P281-PWY // PWY-6446		Chemical Reactions
RXN-11678	EC-1.14.19.37	PWY-7619		Chemical Reactions
RXN-22788		RXN-22787		Chemical Reactions
RXN-22693	EC-2.4.1	PWY-8323		Chemical Reactions
RXN-7711	EC-1.3.1.93	PWY-5080		Chemical Reactions
RXN-25610	EC-1.3.1.az			Chemical Reactions
RXN-15818	EC-1.1.1	PWY-7557		Chemical Reactions
RXN-24867	EC-2.7.1	PWY-7025		Chemical Reactions
RXN-20042	EC-1.1.3	PWY-8024		Chemical Reactions
R229-RXN	EC-3.1.3.71	P261-PWY		Chemical Reactions
RXN-8139	EC-2.3.1.214	PWY-5268		Chemical Reactions
RXN-16505	EC-6.3.2	PWY-7650		Chemical Reactions
RXN-10710	EC-1.1.1	PWY-6302		Chemical Reactions
RXN-14961	EC-1.16.1.10	RXN-20766		Chemical Reactions
RXN-21829	EC-1.14.18.10	PWY-8239 // PWY-8191		Small-Molecule Reactions
RXN-24856	EC-2.1.1	PWY-7025		Chemical Reactions
RXN-22269	EC-1.1.1.141			Chemical Reactions
RXN-14945	EC-4.2.1.152			Chemical Reactions
RXN-19079		PWY-6495 // RXN-11399 // PROLINE--TRNA-LIGASE-RXN // PWY-8368 // RXN-23156 // PWY-8210 // RXN-19068 // PWY-7930 // RXN-19065		Chemical Reactions
FUMARYLACETOACETASE-RXN	EC-3.7.1.2	TYRFUMCAT-PWY		Chemical Reactions
RXN0-5437	EC-2.1.1			Chemical Reactions
CHMS-DEHYDROGENASE-RXN	EC-1.2.1.60	3-HYDROXYPHENYLACETATE-DEGRADATION-PWY		Chemical Reactions
FERRIC-CHELATE-REDUCTASE-RXN		RXN-20768 // PWY-6854 // PWY-5934		Chemical Reactions
RXN-9007	EC-2.4.1	PWY-5756		Chemical Reactions
RXN-16945	EC-1.13.11.4	PWY-7698		Chemical Reactions
RXN-21962	EC-2.4.1	PWY-8242		Chemical Reactions
CDPDIGLYPYPHOSPHA-RXN	EC-3.6.1.26			Chemical Reactions
RXN-14545	EC-2.1.1.285	PWY-7287		Chemical Reactions
RXN-11704		PWY-6621		Small-Molecule Reactions
RXN-10568	EC-4.2.3	PWY-6254		Chemical Reactions
RXN-21592	EC-3.1.2.34	PWY-8166 // PWY-8577		Chemical Reactions
RXN-16205		PWY-7700 // 1.17.99.1-RXN		Chemical Reactions
LACTALDEHYDE-OXI-RXN		MGLDLCTANA-PWY		Chemical Reactions
RXN-20354	EC-6.2.1.M34			Chemical Reactions
RXN-18526		TYROSINE-23-AMINOMUTASE-RXN		Chemical Reactions
THIAMIN-PYROPHOSPHOKINASE-RXN	EC-2.7.6.2	PWY-6907 // PWY-7356 // PWY-6908 // PWY-6898		Chemical Reactions
12-OXOPHYTODIENOATE-REDUCTASE-RXN	EC-1.3.1.42	PWY-735		Chemical Reactions
RXN-22181				Chemical Reactions
RXN66-641	EC-2.3.1.85 // EC-2.3.1.86	PWY-5994		Chemical Reactions
RXN-25121		PWY-8567 // RXN-25124		Chemical Reactions
AMINE-N-METHYLTRANSFERASE-RXN	EC-2.1.1.49			Chemical Reactions
RXN-18658	EC-1.1.1.eb			Chemical Reactions
RXN-25351				Chemical Reactions
3.4.23.38-RXN	EC-3.4.23.38	PWY-6423		Chemical Reactions
RXN-9503		PWY-5960		Small-Molecule Reactions
RXN0-7143				Chemical Reactions
RXN-12159	EC-4.2.1	PWY-6721		Chemical Reactions
RXN-8095	EC-2.1.1.90	MTAMBARKMULTI-RXN // CO2FORM-PWY		Chemical Reactions
RXN-12690	EC-1.3.99.4			Chemical Reactions
RXN185E-11		PWY185E-1		Chemical Reactions
FLUORENE-OXYGENASE-RXN	EC-1.14.13	FLUORENE-DEG-9-ONE-PWY // PWY-1381		Chemical Reactions
RXN1G-202	EC-2.3.1.294	PWYG-321	cis,cis-delta5,17-3-oxo-C36:2-[acyl-carrier protein] synthase	Chemical Reactions
RXN-16417	EC-1.2.1	PWY-1121 // PWY-321		Chemical Reactions
RXN-20893	EC-4.1.1			Chemical Reactions
RXN-13336	EC-2.7.4	PWY-7039		Chemical Reactions
ARACHIDONATE--COA-LIGASE-RXN	EC-6.2.1.15			Chemical Reactions
RXN-25411		RXN-25412		Chemical Reactions
RXN0-5057				Chemical Reactions
RXN-16260	EC-2.7.8			Chemical Reactions
RXN18C3-56	EC-2.4.1	PWY18C3-21 // PWY18C3-25		Chemical Reactions
RXN-22075	EC-2.3.1	PWY-7530		Chemical Reactions
RXN-15379	EC-1.14.14.70	PWY-7478		Chemical Reactions
R170-RXN	EC-1.16.1			Chemical Reactions
RXN-20599	EC-2.1.1.367	RXN-21594 // RXN-20617		Chemical Reactions
RXN-24581	EC-2.1.1.399			Chemical Reactions
RXN-22716		PWY-5317		Chemical Reactions
RXN-13974	EC-2.4.2.50	PWY-7449		Chemical Reactions
RXN-13748	EC-1.1.1.354			Chemical Reactions
RXN-16648	EC-2.4.1.336	PWY-7817 // PWY-7666		Chemical Reactions
DIMETHYLGLYCINE-OXIDASE-RXN	EC-1.5.3.10			Chemical Reactions
RXN-16015		PWY-7582		Chemical Reactions
RXN-24983	EC-2.7.11.34			Chemical Reactions
3.2.1.151-RXN	EC-3.2.1.151			Chemical Reactions
RXN-11488	EC-2.5.1.89			Chemical Reactions
3.5.1.87-RXN	EC-3.5.1.87			Chemical Reactions
XYLULOKIN-RXN	EC-2.7.1.17	XYLCAT-PWY // DARABITOLUTIL-PWY // LARABITOLUTIL-PWY		Chemical Reactions
RXN-8366	EC-1.14.19.35	PWY-782		Chemical Reactions
RXN-17162	EC-1.14.14	RXN-19730 // PWY-7736		Chemical Reactions
RXN-24775	EC-1.3.1.38	PWY-8542		Chemical Reactions
RXN-17803	EC-1.8.1.22	PWY-6675 // PWY-5306 // DISSULFRED-PWY // PWY-5360		Chemical Reactions
RXN-20236		RXN-20242 // PWY-8034		Chemical Reactions
RXN-24157		RXN-24147		Chemical Reactions
RXN-14354	EC-2.4.1.25	PWY-7238		Chemical Reactions
RXN-21459	EC-1.2.1	PWY-8151		Chemical Reactions
UDPACYLGLCNACDEACETYL-RXN	EC-3.5.1.108	NAGLIPASYN-PWY		Chemical Reactions
RXN-25419	EC-1.1.1.148			Chemical Reactions
SALICYL-ALCOHOL-GLUCOSYLTRANSFERASE-RXN	EC-2.4.1.172	PWY-6766		Chemical Reactions
R225-RXN		P241-PWY		Chemical Reactions
RXN-17336		RXN-17420 // PWY-7407		Chemical Reactions
RXN-20053		RXN-20054		Chemical Reactions
RXN-9498		PWY-5959		Small-Molecule Reactions
RXN-15693				Chemical Reactions
UDP-GLUCOSE-46-DEHYDRATASE-RXN	EC-4.2.1.76	PWY-3261 // RXN-5482		Chemical Reactions
RXN0-5185	EC-3.1.3			Chemical Reactions
RXN-10833	EC-2.7.1	PWY-7769 // PWY-6322		Chemical Reactions
RXN-20494	EC-2.3.3.22	PWY-8049		Chemical Reactions
HEPARITIN-SULFOTRANSFERASE-RXN	EC-2.8.2.8	PWY-6558		Chemical Reactions
RXN-9540	EC-1.1.1.100	PWYG-321 // PWY-8279 // PWY-5971	3-oxo-palmitoyl-[acyl-carrier protein] reductase	Chemical Reactions
D-ALANINE-AMINOTRANSFERASE-RXN	EC-2.6.1.21	PWY-8448		Chemical Reactions
R165-RXN	EC-1.1.1.154	PWY0-41		Chemical Reactions
RXN-15006	EC-1.2.1.106	PWY-7400		Chemical Reactions
RXN-15331	EC-2.3.1	PWY-7450		Chemical Reactions
RXN-13722	EC-4.2.1.114			Small-Molecule Reactions
RXN-16872	EC-1.4.99	PWY-7690		Chemical Reactions
RXN18C3-43	EC-2.3.1	PWY18C3-15	sucrose-2-isobutyryl-4-isovaleroyltransferase	Chemical Reactions
ENOYL-COA-DELTA-ISOM-RXN	EC-5.3.3.8	FAO-PWY // PWY-5137		Chemical Reactions
RXN-14198	EC-3.6.1.5			Small-Molecule Reactions
RXN-23592		PWY-8033		Chemical Reactions
RXN-23132		PWY-8366		Chemical Reactions
RXN-25140	EC-2.3.1.75			Chemical Reactions
RXN-23501	EC-1.13.11.34	PWY-8412 // PWY-8400		Chemical Reactions
RXN-21396		PWY-8141 // RXN-21398		Chemical Reactions
MRNA-GUANYLYLTRANSFERASE-RXN	EC-2.7.7.50	PWY-7375		Chemical Reactions
RXN-20913	EC-2.3.1.251			Chemical Reactions
BETA-CYCLOPIAZONATE-DEHYDROGENASE-RXN	EC-1.21.99.1	PWY-7555		Chemical Reactions
RXN-21543	EC-1.13.12	PWY-8447		Chemical Reactions
RXN-14770		PWY-7337		Chemical Reactions
ACETYLSPERMIDINE-DEACETYLASE-RXN	EC-3.5.1.48			Chemical Reactions
STEROID-9-ALPHA-MONOOXYGENASE-RXN	EC-1.14.99.24			Chemical Reactions
2.3.1.75-RXN	EC-2.3.1.75	PWY-5885 // PWY-5884		Chemical Reactions
RXN-5162	EC-5.3.3	PWY-3061		Chemical Reactions
RXN-13612	EC-4.4.1.26	PWY-5140		Chemical Reactions
2.4.1.57-RXN	EC-2.4.1.345	PWY-7885		Chemical Reactions
RXN-23480	EC-1.14.99.1	PWY-8399		Chemical Reactions
RXN-22702	EC-1.1.1			Chemical Reactions
RXN-21890	EC-2.4.1			Chemical Reactions
RXN-10060	EC-2.3.1.86	PWYG-321 // PWY-6113		Chemical Reactions
RXN-19919		RXN0-7078		Chemical Reactions
